2025-09-20T06:35:59.129Z | GET /api/url/stats/
2025-09-20T06:40:30.045Z | GET /api/url/stats/
2025-09-20T06:46:08.572Z | GET /api/url/stats/Youtube
2025-09-20T06:52:58.548Z | POST //shorten
2025-09-20T06:53:56.926Z | GET /api/url/stats/github
2025-09-20T07:06:28.135Z | GET /url/stats/github
2025-09-20T07:13:29.191Z | GET /shorten
2025-09-20T07:13:37.677Z | GET /
2025-09-20T07:13:42.003Z | GET /
